VideoId,Label
mKqS,11 15 18 2 12 7 22 13 10 4
efqS,1 0 16 25 35 5 15 42 26 36
bYqS,8 6 3 13 4 10 9 28 71 33
KRqS,1 5 0 16 14 35 19 15 25 17
OjqS,6 3 8 4 13 5 16 1 10 0
k9qS,15 0 318 18 19 13 12 2 4 11
0VqS,14 0 5 15 16 1 12 2 49 18
EhqS,9 4 15 18 10 14 13 2 49 11
r7qS,50 65 11 39 15 18 13 66 256 21
T5qS,7 2 11 15 19 17 0 12 30 18
TQqS,12 0 2 15 19 7 52 11 17 18
teqS,3 6 4 13 8 10 9 1 28 0
4cqS,11 1 15 0 2 7 18 22 20 32
7kqS,1 0 35 25 15 19 7 17 16 36
GIqS,9 8 18 15 13 10 11 4 6 126
ZWqS,14 0 1 7 2 15 12 17 5 16
WmqS,0 1 5 2 17 12 15 7 35 27
duqS,8 6 3 0 12 5 11 2 15 16
wtqS,4 13 39 10 121 156 15 338 50 18
0mqS,0 12 14 5 2 7 15 17 19 1
WeqS,11 20 22 15 32 29 2 18 9 1
oXqS,0 1 23 21 24 27 15 12 2 73
fGqS,8 13 4 6 3 33 10 28 15 9
zbqS,3 6 4 5 10 13 9 8 16 15
aXqS,0 1 5 16 17 14 12 35 19 15
pPqS,3 6 4 13 9 10 14 8 15 5
4XqS,11 15 2 18 20 22 32 29 7 0
zFqS,3 6 13 4 8 15 28 10 38 33
NCqS,1 0 16 5 15 2 6 8 7 26
1vqS,7 2 17 0 5 19 1 15 12 48
MOqS,2 7 15 17 18 13 19 0 11 75
oAqS,0 14 1 35 7 15 12 8 2 5
EcqS,2 7 17 15 18 11 19 75 12 0
guqS,2 15 12 0 7 17 11 252 19 18
ysqS,4 6 3 13 10 47 31 8 9 40
nYqS,4 10 13 9 6 8 3 28 18 38
qkqS,8 6 13 3 4 10 9 15 0 18
DnqS,1 0 35 4 16 36 42 6 3 5
QLqS,8 6 3 4 13 15 18 10 2 7
6tqS,2 17 7 19 15 11 13 18 12 9
EBqS,2 7 17 19 15 3 8 48 0 5
SAqS,49 11 18 15 7 2 26 21 80 62
gqqS,0 1 5 69 16 12 6 8 3 15
lUqS,8 6 3 13 4 15 2 11 10 5
sFqS,2 7 17 15 11 30 18 0 19 12
7RqS,0 1 21 23 26 15 11 12 434 73
7AqS,15 16 5 0 1 18 11 133 6 8
PyqS,0 5 1 15 16 2 12 7 19 14
KTqS,0 1 5 69 16 6 8 4 3 15
MlqS,1 0 25 16 35 19 7 17 5 2
UvqS,4 3 13 6 10 9 28 8 38 33
7VqS,14 6 4 9 5 15 13 18 71 10
3rqS,3 6 4 8 13 10 9 28 33 38
wFqS,195 15 11 12 18 2 0 49 7 21
cSqS,0 12 15 19 2 8 52 6 1 3
4OqS,4 9 10 13 3 6 28 37 0 38
yzqS,50 39 11 66 15 65 18 13 8 6
KPqS,6 8 4 3 5 13 9 15 2 10
I0qS,5 14 16 6 4 3 0 15 1 13
kcqS,3 6 4 8 13 10 9 28 5 33
PsqS,21 23 24 1 0 74 73 11 26 115
gyqS,6 8 3 4 13 0 10 15 9 1
JxqS,0 12 15 2 19 7 91 18 1 312
YVqS,1 0 35 15 2 5 19 16 11 7
aBqS,0 1 8 6 4 3 5 13 23 10
4IqS,2 30 7 12 0 5 15 26 19 6
jXqS,5 8 0 2 14 6 15 12 7 17
XEqS,1 0 35 25 16 36 12 15 42 17
rvqS,12 0 2 19 17 15 237 7 3 6
THqS,3 6 4 13 8 10 9 28 15 18
SuqS,0 1 12 2 15 35 7 19 17 11
2FqS,0 15 8 12 19 2 6 103 3 4
OtqS,3 6 4 13 10 9 8 28 38 15
41qS,0 1 26 15 8 11 23 16 5 18
JgqS,0 1 12 15 5 2 7 17 26 18
JBqS,61 12 0 15 7 5 2 8 1 18
o6qS,4 13 3 41 10 15 9 6 54 18
VcqS,1 0 7 2 19 17 35 15 11 36
pbqS,12 13 4 0 8 6 15 3 2 19
ZUqS,0 12 15 2 376 79 91 11 6 3
MvqS,7 17 2 19 1 0 15 48 5 11
lCqS,2 15 7 18 17 11 83 0 12 75
qaqS,4 9 13 14 10 6 3 15 18 8
6XqS,5 6 11 16 14 4 13 3 8 15
15qS,0 15 18 12 2 530 226 11 7 17
XnqS,1 0 35 36 16 17 42 12 19 15
OSqS,1 0 27 15 2 18 5 17 11 7
RfqS,8 6 0 4 15 3 18 13 1 12
3IqS,8 13 4 164 6 175 33 842 1242 89
oaqS,11 15 18 2 7 22 20 1 5 88
FkqS,0 1 15 21 23 12 18 24 6 11
oFqS,0 11 1 15 8 42 18 111 5 6
xhqS,3 6 4 13 10 8 9 28 15 38
UJqS,0 23 21 24 2 7 11 1 12 73
JoqS,6 3 8 4 13 10 9 28 15 11
E0qS,5 16 1 0 14 35 6 15 19 4
CKqS,8 14 5 0 6 66 16 15 12 49
ADqS,2 30 17 7 15 19 11 18 12 55
VyqS,15 11 18 26 2 1 8 7 0 5
UoqS,12 0 2 15 11 7 18 1 17 19
9ZqS,15 18 4 13 9 3 5 6 14 71
IbqS,4 3 9 10 6 13 28 38 8 33
1bqS,11 20 22 32 29 15 6 8 2 13
UkqS,11 15 26 18 8 6 5 49 16 32
CaqS,5 16 0 1 8 81 17 2 9 11
mZqS,0 1 42 4 111 15 11 13 290 9
jEqS,0 1 27 23 21 15 26 11 18 73
xTqS,10 4 9 13 6 3 8 28 18 38
rwqS,3 4 6 13 10 9 8 28 38 33
cTqS,4 3 6 13 10 9 28 1 8 0
P1qS,0 1 21 23 27 15 11 12 49 35
fhqS,0 1 7 2 27 15 35 11 17 19
8HqS,6 3 8 4 13 10 9 15 18 28
ZxqS,0 23 1 8 21 12 15 6 24 49
aIqS,18 15 11 67 13 10 6 9 49 4
hAqS,0 12 15 2 1 19 17 7 11 35
hrqS,15 18 2 8 6 11 9 7 26 16
RNqS,0 2 17 19 12 72 15 1 7 68
5mqS,15 11 0 18 381 2 8 1 7 20
Y1qS,1 0 7 2 15 23 35 21 17 5
l1qS,0 12 1 15 18 27 52 17 2 7
O1qS,7 2 19 17 1 0 15 6 48 5
zhqS,8 6 3 13 4 0 12 2 15 1
P5qS,3 4 13 6 9 10 28 38 33 8
jpqS,33 86 4 78 28 8 257 38 13 6
rOqS,13 4 31 10 40 9 47 57 3 18
DsqS,5 1 0 16 15 11 7 36 12 27
2tqS,11 2 7 18 15 9 20 22 21 229
3cqS,492 31 57 0 4 40 117 1 13 3
jbqS,15 18 2 7 11 0 12 62 5 17
08qS,15 11 18 26 0 22 49 96 6 67
WGqS,4 0 13 1 3 6 33 12 10 15
JEqS,5 16 15 0 1 11 18 49 26 2
qZqS,0 14 1 5 12 35 16 15 7 2
EeqS,2 17 7 19 30 15 11 1 0 48
xbqS,0 12 1 2 19 15 7 17 5 11
FMqS,18 15 5 87 14 244 6 13 536 8
02qS,21 23 11 24 0 1 15 2 26 12
riqS,1 0 25 35 16 19 17 7 5 36
gYqS,13 4 3 6 9 10 8 54 33 168
2lqS,0 1 35 42 15 36 7 27 11 19
qQqS,15 1 11 0 18 2 7 21 12 26
OkqS,21 23 11 15 24 2 18 7 73 0
V6qS,21 11 158 279 23 24 2 15 73 26
a2qS,0 2 12 15 7 18 11 52 70 125
RkqS,9 10 4 34 13 15 18 6 11 2
2CqS,2 30 15 7 17 5 19 9 55 18
m0qS,1 0 14 4 5 6 3 9 16 17
NAqS,3 6 4 5 16 15 0 1 12 14
ZQqS,1 0 35 19 16 17 25 5 7 15
fDqS,4 9 14 10 6 13 3 28 15 33
LbqS,1 0 4 5 14 36 35 6 15 16
tQqS,6 3 5 14 0 4 8 12 15 13
4lqS,17 2 19 7 15 0 1 12 4 9
BsqS,15 18 0 4 2 9 13 11 1 7
ugqS,15 18 43 60 11 59 2 0 4 8
0HqS,0 12 2 7 5 1 19 15 17 35
4mqS,2 544 252 15 231 160 17 273 1089 18
6IqS,15 18 289 49 2 11 60 519 12 10
axqS,2 51 45 13 7 77 56 11 137 0
0OqS,19 17 2 0 12 7 15 13 6 1
50qS,0 1 11 21 27 23 15 26 20 63
zXqS,1 0 35 16 15 25 36 5 7 12
jPqS,0 1 5 16 27 35 15 42 4 12
IZqS,3 13 4 6 8 28 9 15 10 18
UjqS,15 18 11 60 2 43 4 9 0 59
JMqS,15 18 0 2 1 11 7 17 12 19
6qqS,2 17 19 7 15 3 13 12 129 18
JwqS,11 26 20 18 15 5 21 49 22 2
u0qS,1 0 1441 16 5 12 3 6 19 35
suqS,0 1 42 35 93 15 102 4 16 8
G5qS,14 0 5 15 2 12 1 17 7 19
UOqS,5 16 6 1 0 4 3 8 15 25
DVqS,4 13 3 6 10 9 8 1 0 28
PXqS,0 12 2 1 19 79 7 91 52 17
zkqS,12 0 2 15 19 7 17 1 18 11
d4qS,15 12 18 2 0 8 49 4 11 13
19qS,0 1 26 16 5 27 15 326 199 81
CIqS,13 18 11 2 15 4 9 8 10 3
EDqS,0 1 14 27 5 35 15 16 6 17
FdqS,26 11 5 21 49 23 0 18 15 20
LdqS,21 100 270 23 356 64 7 12 146 15
XyqS,2 44 64 119 113 15 18 46 13 4
a7qS,2 7 0 15 11 1 18 12 17 5
tbqS,0 12 19 15 2 17 7 18 1 91
IYqS,2 7 15 11 17 18 0 26 13 75
GuqS,15 18 11 2 67 1 5 0 7 26
nMqS,15 5 71 3 6 16 14 4 12 18
LCqS,0 1 2 15 7 11 18 12 26 17
PbqS,3 12 6 4 0 13 15 19 8 2
QYqS,4 3 6 9 13 2 10 15 14 7
0NqS,1 0 15 35 4 18 8 13 36 16
z2qS,4 13 10 9 3 6 28 38 33 8
YEqS,21 0 23 2 24 1 7 11 15 73
yWqS,2 7 30 17 19 15 55 11 12 13
NoqS,0 11 15 1 18 2 5 27 16 21
HAqS,0 12 79 376 91 8 6 15 19 3
CAqS,5 14 16 6 49 8 15 18 4 84
x8qS,0 1 27 35 17 15 42 7 2 11
iKqS,0 12 1 35 15 2 7 14 17 19
DxqS,9 10 4 37 13 34 15 6 18 11
0FqS,3 6 8 13 4 9 10 15 28 18
ARqS,7 2 17 12 15 0 19 75 48 235
snqS,7 2 17 15 11 19 18 30 12 9
PiqS,21 11 15 1 23 24 0 12 26 2
fZqS,4 13 28 33 38 3 10 9 6 78
MjqS,50 39 11 65 66 15 18 503 256 21
qNqS,5 15 16 6 8 49 4 18 3 99
CTqS,12 0 11 1 15 2 18 21 7 26
CpqS,2 7 17 15 0 19 1 18 11 12
IBqS,6 8 16 3 0 4 15 133 5 1
nwqS,3 6 4 8 13 10 9 28 0 38
ooqS,0 26 1 11 5 15 18 21 49 23
xCqS,50 65 18 15 11 13 4 39 355 10
YZqS,13 4 9 18 15 6 8 10 3 26
AMqS,0 12 1 15 19 2 17 5 16 7
c6qS,1 0 35 15 16 42 36 25 27 372
g8qS,0 8 5 14 12 7 1 15 6 2
vqqS,3 6 8 13 4 15 11 10 18 49
qAqS,3 6 4 5 13 8 9 10 14 15
WJqS,7 1 2 0 17 19 35 48 15 11
nSqS,8 6 3 4 13 10 18 15 9 66
TcqS,9 4 10 34 13 18 15 6 3 8
nBqS,11 15 22 18 20 2 32 0 29 7
AAqS,15 18 8 11 4 10 6 13 22 50
cXqS,1 0 27 5 11 15 35 7 2 16
eEqS,4 3 13 6 10 8 31 47 9 40
5oqS,11 22 15 20 18 32 29 26 6 8
HFqS,11 15 20 22 2 18 32 29 8 12
y4qS,50 65 15 0 18 11 1 49 39 4
6ZqS,3 6 0 4 1 8 5 13 16 12
ZzqS,14 15 4 18 9 5 13 6 49 2
oqqS,6 3 8 0 5 16 12 15 4 1
9MqS,4 13 3 10 6 9 8 5 54 28
09qS,1 0 35 16 42 25 372 36 4 15
WRqS,62 0 15 11 7 1 2 26 23 270
yyqS,15 18 248 2 11 60 182 43 26 9
yLqS,5 16 1 0 14 15 6 19 84 4
KsqS,8 6 10 15 18 9 4 13 551 2
NfqS,26 1 0 21 15 23 11 24 18 49
R5qS,11 5 2 15 18 7 16 26 12 1
cLqS,5 16 14 0 1 15 84 81 7 12
C8qS,2 9 15 18 14 4 7 11 13 5
xFqS,13 4 9 1 15 33 0 18 5 28
EnqS,0 1 16 12 5 23 7 21 15 63
XNqS,0 1 5 16 15 11 81 6 21 27
hlqS,2 30 17 0 19 7 15 55 9 11
TaqS,19 0 1 17 7 2 48 15 12 35
yIqS,0 1 5 15 16 11 12 19 2 8
6MqS,8 6 5 4 13 9 3 10 16 0
8PqS,0 1 27 35 15 42 106 11 5 23
h8qS,15 2 7 18 11 253 148 26 271 66
H5qS,5 0 14 15 12 18 16 49 6 8
ORqS,0 1 11 27 23 15 36 21 105 26
djqS,11 22 20 32 15 29 2 18 7 1
T0qS,14 6 13 4 71 15 9 18 8 152
YOqS,2 15 9 17 18 5 60 11 4 7
1QqS,7 2 15 17 0 11 12 18 104 19
8VqS,5 16 0 1 14 12 19 15 2 7
6lqS,4 9 10 5 3 13 0 6 37 28
gPqS,0 16 5 1 8 11 15 12 25 7
9rqS,1 0 404 6 3 589 236 69 568 4
CUqS,2 7 19 3 17 5 15 18 13 9
X6qS,8 6 2 0 15 12 19 3 11 18
PvqS,8 6 3 5 16 4 13 396 0 26
nEqS,12 0 15 2 7 18 11 1 19 312
1MqS,0 12 91 1 79 2 15 5 35 376
PuqS,8 3 13 15 6 4 19 18 17 2
6jqS,3 5 4 6 13 15 8 14 18 71
UlqS,4 9 10 14 13 6 3 18 15 5
iwqS,2 7 1 0 17 19 15 11 35 12
t6qS,11 20 2 15 32 29 22 18 8 6
JYqS,7 2 17 15 0 413 1 19 30 11
N5qS,5 16 1 0 15 6 12 4 14 25
pCqS,6 8 3 4 13 15 18 10 5 11
kJqS,15 2 18 7 9 60 17 11 10 49
HdqS,4 3 13 6 10 9 28 38 33 8
fQqS,0 1 5 16 69 12 35 19 15 6
PVqS,0 6 8 15 1 3 5 11 16 26
lDqS,26 5 49 11 39 441 6 16 194 13
vGqS,5 16 1 4 3 6 0 13 15 8
WwqS,6 3 8 4 13 10 9 15 18 28
CHqS,4 3 9 6 13 10 28 38 0 33
LvqS,0 12 15 1 11 2 79 18 5 19
KaqS,11 0 1 20 15 22 2 7 35 32
ZKqS,0 1 27 26 15 11 21 23 5 18
BZqS,5 16 1 0 6 4 3 15 11 81
tLqS,5 14 16 15 6 18 49 4 308 8
koqS,5 16 1 0 4 84 6 15 35 3
k4qS,8 6 3 13 4 15 0 61 10 11
8iqS,26 0 1 5 21 23 16 15 6 4
MBqS,21 23 24 0 1 15 11 2 74 12
grqS,1 0 5 16 35 11 15 27 2 7
rMqS,15 66 18 11 49 2 14 7 0 26
toqS,5 0 14 16 1 35 15 12 8 6
6hqS,8 6 3 2 13 4 11 7 12 15
P8qS,30 2 17 55 19 6 8 11 15 0
KAqS,2 7 75 12 15 11 18 0 56 17
mdqS,7 2 8 15 5 66 11 26 61 1
pJqS,14 5 0 2 7 12 16 15 1 17
7dqS,8 6 0 5 16 383 13 4 12 3
wHqS,2 7 19 11 17 15 48 8 6 30
I9qS,8 6 3 4 13 10 9 28 33 15
P7qS,11 22 20 2 15 32 29 8 6 18
YJqS,18 10 15 97 31 4 12 8 13 278
JiqS,3 4 6 5 9 0 13 12 15 10
C1qS,0 12 14 1 2 7 19 5 15 35
GpqS,11 0 1 15 2 7 20 22 18 13
DyqS,4 1 0 3 6 9 5 10 13 15
6UqS,4 3 9 6 13 10 0 28 5 15
aiqS,12 0 15 2 1 19 17 11 7 13
MUqS,0 1 36 35 12 17 19 15 7 42
3hqS,4 10 13 9 3 6 8 15 28 18
7vqS,18 2 15 11 43 60 76 419 385 9
GOqS,0 1 21 23 15 27 11 24 35 18
eDqS,4 13 3 6 10 54 8 9 0 1
tgqS,5 6 15 8 4 49 3 18 13 16
deqS,1 0 7 2 35 19 17 15 11 27
YnqS,8 6 3 4 13 10 9 15 18 33
MDqS,0 1 63 35 27 12 36 167 15 42
zWqS,0 1 5 16 35 19 8 4 6 12
dBqS,10 4 9 13 3 6 15 34 8 28
y8qS,1 0 35 36 16 25 42 12 17 15
bsqS,8 13 6 4 41 3 15 18 11 9
XZqS,12 0 5 14 15 2 18 16 4 1
GZqS,2 1 0 7 9 4 5 15 18 14
scqS,0 5 2 15 273 231 12 1 160 19
LVqS,0 21 23 1 11 15 39 27 50 73
jOqS,0 1 42 4 111 8 15 13 9 6
mEqS,4 13 3 10 6 8 9 54 28 38
N0qS,4 13 10 9 3 6 28 8 33 38
n7qS,13 4 3 6 8 164 10 33 15 9
gOqS,0 1 11 21 5 15 23 18 2 27
XUqS,0 12 15 92 1 23 2 7 11 21
P4qS,11 15 18 20 2 8 29 22 6 32
N4qS,1 0 16 35 5 25 36 15 42 27
vyqS,3 6 8 13 4 10 54 28 0 15
JLqS,2 7 75 11 12 17 19 0 15 64
ViqS,15 18 11 1 0 7 2 26 5 12
3KqS,6 8 3 4 13 10 9 28 18 33
TSqS,15 39 50 18 11 121 49 338 156 65
74qS,13 4 0 3 12 164 6 8 9 33
1mqS,8 6 3 13 15 4 18 28 49 33
TMqS,0 1 42 15 111 35 11 27 2 4
j0qS,9 10 4 37 13 3 6 15 421 18
GlqS,3 6 8 13 4 10 15 9 12 18
QEqS,11 15 12 18 2 0 7 20 19 195
kVqS,4 3 13 10 54 6 15 18 8 243
q9qS,11 15 0 1 18 26 5 20 50 22
L4qS,18 11 15 2 7 62 60 616 43 22
VBqS,4 3 6 13 8 10 9 41 15 5
wjqS,49 11 21 18 13 50 39 5 15 66
QIqS,1 0 11 15 21 26 18 23 105 49
GrqS,0 1 12 356 161 704 100 15 8 2
RUqS,18 15 6 11 13 8 66 62 5 99
fRqS,0 5 8 12 15 7 2 17 16 1
8dqS,11 2 15 18 7 26 0 12 50 21
WLqS,11 20 15 18 22 26 49 39 32 13
8DqS,12 0 15 1 19 17 2 18 11 237
B1qS,1 0 25 16 35 5 19 17 7 12
FIqS,3 4 6 13 10 9 8 28 12 15
HKqS,17 15 2 58 232 53 19 163 0 60
iAqS,3 4 13 6 9 10 28 15 38 18
VHqS,11 22 20 13 18 15 4 10 32 6
fIqS,4 3 9 14 6 1 10 0 13 5
1UqS,11 26 18 15 20 8 21 6 50 13
N3qS,0 195 1 12 15 11 342 5 35 16
oJqS,4 13 3 10 9 6 8 54 18 15
KYqS,2 15 7 18 8 11 66 49 50 12
JKqS,0 5 1 14 6 8 3 12 2 16
loqS,26 1 0 5 16 23 21 11 15 2
FwqS,15 18 11 2 7 26 67 96 8 0
wMqS,1 0 5 16 15 12 4 35 10 3
uRqS,1 25 0 16 35 5 15 19 12 7
vtqS,83 2 0 11 7 541 262 820 542 17
R1qS,1 0 36 7 35 15 2 17 142 12
94qS,3 4 6 13 8 10 9 28 12 38
iuqS,21 39 66 50 11 23 65 49 15 6
ybqS,0 1 35 16 15 5 19 17 26 12
IpqS,0 1 21 23 26 27 5 49 106 16
FvqS,17 2 15 19 30 18 143 340 11 9
iIqS,0 12 2 1 7 15 19 11 17 18
BUqS,6 8 3 4 13 9 10 28 15 18
4uqS,10 9 4 6 13 3 8 34 0 1
PmqS,1 0 35 15 7 36 17 2 19 11
2ZqS,0 1 27 12 15 35 17 2 7 42
NFqS,18 15 11 2 416 88 191 380 364 49
KDqS,15 4 13 18 8 6 11 9 3 10
w3qS,16 5 1 11 39 0 15 26 50 7
XjqS,0 1 27 35 15 11 5 42 7 16
rWqS,71 6 152 15 8 5 14 13 3 18
CYqS,5 16 25 15 11 7 2 0 1 12
oNqS,4 3 10 5 15 9 13 18 6 0
BtqS,2 7 11 15 18 0 62 21 26 12
OjrE,0 12 538 13 15 1 4 5 23 27
gQrE,11 15 18 2 20 22 8 7 49 5
aorE,5 16 0 26 1 15 11 49 12 18
6frE,6 8 4 3 13 10 9 15 54 18
oLrE,1 0 35 15 16 5 36 7 17 27
WurE,5 0 12 15 16 2 1 8 18 4
FcrE,0 5 26 1 11 15 6 4 16 49
rWrE,1 21 0 23 24 27 11 15 26 73
wRrE,2 15 7 18 11 9 17 19 0 30
gsrE,1 0 5 16 6 12 4 19 2 69
fqrE,2 15 17 7 12 18 0 11 64 19
TIrE,18 11 15 184 514 88 2 307 364 49
FLrE,5 14 0 7 2 16 15 12 1 11
YArE,0 1 27 2 15 5 7 11 21 18
TCrE,6 4 8 13 3 9 10 18 15 28
QurE,10 9 4 13 6 34 3 8 15 18
e8rE,8 0 15 14 2 6 12 17 5 11
merE,18 11 15 50 65 0 49 4 13 66
8irE,5 16 1 0 14 35 84 6 15 19
44rE,0 1 5 16 11 6 12 8 4 15
parE,8 6 4 10 3 13 9 15 18 383
F0rE,11 2 26 15 18 7 20 62 22 21
garE,15 0 8 2 12 68 72 1 18 7
WsrE,1 0 35 15 16 17 36 7 2 19
sArE,6 3 8 14 5 4 16 15 13 9
o2rE,1 0 21 23 27 5 15 16 24 7
iIrE,0 15 49 1 5 18 12 11 23 2
6grE,0 12 15 329 1 110 8 18 6 369
MqrE,4 13 3 41 10 6 9 15 54 18
wrrE,11 15 18 195 2 8 20 21 49 13
TvrE,1 0 35 27 42 15 36 16 19 5
vlrE,5 16 1 15 0 11 26 81 6 2
3irE,23 21 24 0 73 1 11 15 2 115
9SrE,3 6 4 13 9 10 8 28 38 15
VSrE,4 6 13 3 8 10 9 154 263 0
x7rE,0 12 1 19 2 17 7 15 35 36
DzrE,2 7 17 0 135 297 15 12 95 19
3yrE,2 7 19 17 0 1 35 15 11 16
pGrE,2 7 17 15 75 19 11 18 12 30
DJrE,0 1 5 16 4 15 11 26 81 21
6IrE,1 0 35 25 16 36 5 15 7 12
N7rE,4 10 3 13 6 9 8 28 33 38
VkrE,8 6 3 4 13 15 10 346 18 5
xdrE,8 6 3 13 11 15 18 4 0 2
LqrE,1 0 36 35 7 15 2 17 19 27
AtrE,5 11 15 18 8 13 6 1 0 20
yUrE,3 4 5 6 8 12 15 14 13 16
QerE,1 0 35 16 25 5 36 15 11 19
8urE,8 6 3 4 13 15 558 10 18 66
yxrE,17 2 7 19 15 129 18 12 11 48
xarE,0 14 1 12 5 2 17 15 19 7
Q0rE,15 18 58 53 2 214 163 17 232 60
CSrE,0 1 2 7 19 11 12 15 17 5
sErE,3 4 6 13 10 9 8 28 38 33
pdrE,1 0 35 16 25 5 36 15 42 7
PxrE,15 18 11 2 67 12 0 7 8 20
9CrE,6 8 3 15 0 18 4 11 133 9
g6rE,14 8 5 6 15 2 71 12 16 7
4CrE,19 17 2 7 1 0 5 15 16 48
serE,21 11 23 24 18 2 15 7 73 13
e2rE,0 18 15 538 811 8 12 4 6 226
x1rE,11 2 15 7 18 8 26 0 1 12
7HrE,19 17 1 7 2 0 15 48 753 524
M8rE,14 0 1 12 15 2 6 19 17 16
8DrE,2 7 17 15 11 18 19 12 0 30
KjrE,12 0 15 7 2 11 195 1 18 342
GprE,0 12 15 19 18 2 17 8 318 3
FqrE,5 0 16 1 2 7 26 15 11 17
wqrE,7 2 17 19 15 0 30 1 12 48
5urE,0 1 5 2 7 16 15 35 12 17
burE,12 2 0 19 11 15 8 17 6 13
OTrE,0 12 18 15 23 89 8 21 67 73
UDrE,2 11 7 15 0 21 12 18 26 23
MmrE,8 6 3 4 13 0 5 10 9 16
barE,2 0 212 295 45 15 18 51 12 77
yYrE,4 9 10 3 13 6 0 1 15 28
cxrE,0 12 2 7 15 1 5 8 17 61
BjrE,5 16 14 6 0 4 3 1 9 8
ecrE,0 530 15 226 12 1 6 8 52 4
sBrE,2 15 17 19 18 76 11 7 9 12
DArE,1 0 5 16 4 35 3 6 15 42
SLrE,11 20 2 15 0 1 5 22 7 21
UvrE,0 1 12 35 5 17 2 8 16 7
sirE,4 13 33 28 10 3 9 38 6 86
K1rE,6 8 3 4 13 10 9 15 2 28
glrE,5 16 6 49 1 0 15 11 328 81
6ErE,0 12 2 15 1 7 63 19 11 6
MSrE,2 7 11 15 1 17 19 18 0 30
RgrE,11 8 2 15 0 6 13 3 18 7
DZrE,2 7 12 0 15 11 18 21 17 26
GWrE,11 15 14 18 20 229 8 13 49 22
dTrE,3 6 4 13 8 10 9 28 15 5
agrE,4 15 13 3 5 6 18 10 16 9
yXrE,8 6 3 13 4 15 0 1 10 2
p1rE,5 16 1 0 14 6 15 3 4 35
H7rE,0 1 35 14 5 7 17 12 19 2
u7rE,5 16 15 14 4 18 6 2 9 84
qZrE,2 7 15 11 18 0 75 17 12 19
tLrE,1 0 5 16 4 6 35 3 8 42
iwrE,50 65 7 15 18 2 256 21 39 11
3GrE,0 1 5 7 15 16 35 2 11 12
jzrE,2 17 7 0 19 1 15 12 5 11
4wrE,0 5 15 12 8 6 16 19 1 52
hHrE,0 2 11 7 12 15 17 20 1 18
y1rE,5 16 0 1 81 15 11 26 2 18
XMrE,16 5 1 0 25 15 35 11 6 14
0mrE,4 3 13 10 9 6 28 8 33 38
CnrE,4 3 6 13 9 10 8 0 33 28
fprE,5 0 1 15 16 2 12 18 7 11
eTrE,21 23 24 1 0 73 74 27 15 12
YzrE,1 0 35 42 36 16 5 15 27 7
kxrE,6 3 8 61 13 4 15 5 433 16
ZwrE,1 0 5 35 4 19 16 2 15 12
GorE,11 2 5 7 18 15 49 20 26 21
FTrE,8 6 0 5 1 12 4 3 16 13
7irE,17 0 19 2 12 15 7 1 58 53
tjrE,15 18 2 11 5 1 16 0 182 43
tGrE,15 18 2 60 7 11 17 43 26 1
VTrE,0 1 12 63 15 35 2 27 19 11
LFrE,1 25 0 35 16 5 19 15 7 12
bOrE,0 2 15 7 12 11 19 5 17 18
o7rE,2 7 11 15 26 0 21 1 18 5
6GrE,11 20 22 15 18 32 29 2 13 6
HKrE,5 16 0 14 1 2 15 6 7 11
uHrE,2 51 45 13 4 137 15 56 77 0
sGrE,0 1 35 16 5 36 15 27 42 11
h0rE,2 7 15 11 18 17 12 19 0 402
yQrE,0 1 5 12 2 14 4 19 15 6
P3rE,0 15 12 369 92 2 19 110 8 17
2KrE,2 7 413 3 18 15 9 11 13 4
uErE,2 7 11 15 0 18 1 51 45 56
lyrE,4 10 13 9 31 6 3 57 8 40
IXrE,4 3 13 6 10 9 28 8 33 38
S0rE,0 12 15 1 19 2 17 8 16 6
cFrE,15 18 1 5 16 0 59 11 4 49
porE,3 6 8 4 13 10 9 28 66 15
fErE,1 0 7 35 2 15 27 17 36 5
EYrE,21 23 24 1 15 11 0 73 26 18
DqrE,7 2 15 18 17 12 75 0 11 30
LYrE,1 0 21 23 11 24 5 26 27 15
BMrE,8 6 3 13 4 15 11 2 10 18
xbrE,11 20 22 32 15 6 18 13 29 8
CerE,1 0 35 36 17 7 15 19 42 27
8yrE,2 45 15 13 0 4 77 137 51 18
mtrE,50 4 13 11 10 18 65 9 8 6
GXrE,4 13 10 6 9 3 8 154 263 15
qFrE,11 26 15 18 20 1 22 0 16 32
JRrE,2 7 305 15 18 11 17 19 0 104
j7rE,11 15 18 8 20 49 22 29 6 13
0YrE,1 0 36 35 17 2 7 15 12 19
w5rE,0 8 12 15 6 19 2 1 3 17
G4rE,0 1 5 16 26 15 12 23 11 35
VjrE,15 26 39 50 18 65 11 1 0 13
wtrE,4 31 13 9 2 8 10 18 15 47
CNrE,21 26 11 23 49 15 24 18 73 5
aTrE,11 20 22 32 29 15 2 1 120 7
DOrE,0 1 36 2 12 35 19 17 15 7
RprE,0 12 8 6 4 3 19 13 15 18
EprE,2 7 15 17 11 19 18 75 30 76
5orE,2 1 15 18 0 11 7 19 44 5
4GrE,11 8 29 20 22 15 32 6 1 0
Y8rE,5 0 16 1 2 26 7 11 15 12
42rE,15 18 2 9 4 31 13 10 40 26
SnrE,0 58 2 17 15 53 228 7 19 12
kjrE,2 11 7 15 17 18 19 76 12 43
vcrE,0 1 23 12 21 24 246 15 27 5
8lrE,39 13 66 50 4 15 65 6 202 10
